,id,kanji,strokes,grade,kanji_classification,jlpt_test,name_of_radical,radical_freq,reading_with_joyo,reading_beyond_joyo,nb_of_on,on_within_joyo,kanji_id_nelson,nb_meanings_on,translation_of_on,nb_kun_within_joyo_inflections,nb_kun_within_joyo_no_inflections,kun_within_joyo,nb_meanings_kun,translation_of_kun,year_inclusion,kanji_frq_proper_nouns,acc_frq_on_with_proper_nouns,acc_frq_on_with_proper_nouns.1,on_ratio_with_proper_nouns,acc_frq_on_beyond_joyo_with_proper_nouns,acc_frq_kun_beyond_joyo_with_proper_nouns,acc_on_ratio_beyond_joyo_with_proper_nouns,kanji_frequency_without_proper_nouns,acc_frq_on_without_proper_nouns,acc_frq_kun_without_proper_nouns,on_ratio_without_proper_nouns,acc_frq_on_beyond_joyo_without_proper_nouns,acc_frq_kun_beyond_joyo_without_proper_nouns,on_ratio_beyond_joyo_without_proper_nouns,left_kanji_prod,right_kanji_prod,acc_frq_left_prod,acc_frq_right_prod,symmetry,left_entropy,right_entropy,left_1_sound,left_1_frq,left_2_sound,left_2_frq,left_3_sound,left_3_frq,left_4_sound,left_4_frq,left_5_sound,left_5_frq,left_6_sound,left_6_freq,right_1_sound,right_1_frq,right_2_sound,right_2_frq,right_3_sound,right_3_frq,right_4_sound,right_4_frq,right_5_sound,right_5_frq,right_6_sound,right_6_frq,right_7_sound,right_7_frq,bert_small_embeddings,tsne_2D_coordinates
426,427,玉,5,1,象形 Pictographic,2,"Tama, Oo",15,ギョク、たま,,1,gyoku,3620,4,"gem, jewel, precious stone, jade",1,1,tama,17,"ball, bowl, sphere, bulb; lens; gem, jewel, bullet, shot, shell; billiards; tool, cat’s paw; pretty girl; person; margin (in stocks); testicles",1981,86790,1501,84642,0.017,0,0,0.017,30588,1219,29173,0.04,0,0,0.04,26,20,5145,752,S,2.310286601,2.855360107,gyoku,561,tama,191,,0,,0,,0,,0,dama,4,gyoku,534,tama,262,,0,,0,,0,,0,"[-0.99997157  0.06258491 -0.9985353   0.7893898  -0.9932593  -0.9104677
 -0.97382027 -0.828497    0.06669616 -0.02398605 -0.8067109  -0.00202069
 -0.14805518  0.99999875 -0.86064804 -0.93937224 -0.6643201   0.02300486
 -0.9784408   0.9064576   0.86676437 -0.01583571  0.9888288   0.5279568
 -0.99853826 -0.00213102 -0.99997544  0.60643154  0.9821888   0.16906302
  0.06580766 -0.23839873 -0.8992066  -0.86849576 -0.24154578  0.99997425
 -0.9189694  -0.02572485  0.97827274 -0.9970744   0.9748907   0.9334277
 -0.99139     0.942077   -0.99987996 -0.13196412 -0.9954503   0.99964076
  0.86529523  0.9961546   0.8941346  -0.72101784 -0.05024645 -0.51765144
  0.9873029   0.9991051  -0.9892022  -0.10401946  0.99737984 -0.48513103
  0.09071828  0.41145703 -0.9568593   0.9691957  -0.85438347 -0.99999356
  0.55747825  0.36523947  0.9201454   0.99414694  0.99789214  0.3535939
 -0.9954949  -0.098525    0.8029603  -0.9990332  -0.7794841   0.2158009
  0.03268579  0.03847575  0.38383368  0.06563358 -0.77859694 -0.9999821
  0.9995535  -0.9427985   0.84727514 -0.5702536  -0.68534595 -0.42576313
 -0.8591846   0.9645991  -0.84228283  0.9709804   0.7212878   0.44489354
 -0.6372059   0.92740834 -0.99826753 -0.8925461  -0.9408974   0.9389271
 -0.99895436 -0.9612461  -0.9722694   0.23073992 -0.9997547  -0.98857504
  0.79681367  0.726065    0.99747735  0.05296304 -0.92808175  0.9983483
 -0.99999404 -0.06806451 -0.41431785  0.7651948   0.07735801 -0.9951774
  0.12029213 -0.9999819  -0.72101545  0.85080856 -0.99776596  0.9896356
  0.9589092   0.9953826 ]",[-1.0486755  1.3865087]
430,431,近,7,2,形声 Phonetic,4,Shinnyoo,51,キン、ちか-い,ゴン、コン,1,kin,6021,12,"early, immediate; near, short (road), close by; akin to; nearby, bordering on, verge of, tantamount to; intimate, friendly",1,1,chika(i),12,"early, immediate; near, short (road), close by; akin to; nearby, bordering on, verge of, tantamount to; intimate, friendly",1981,225079,117950,89077,0.57,10561,0,0.591,189013,95030,88093,0.519,410,0,0.52,15,41,65547,38793,R,2.193691638,3.477866592,kin,38,tika,482,,0,,0,,0,,0,kin,57,ka,8,,0,,0,,0,,0,,0,"[-0.99996823  0.03034357 -0.99990886  0.8968835  -0.99267983 -0.5912134
 -0.9918075   0.44969523 -0.05043679 -0.0295323  -0.41868275 -0.17549908
 -0.03725372  1.         -0.8713325  -0.5916081   0.0048803   0.14120668
 -0.855719    0.82673126  0.9793944   0.03899845  0.8815295   0.4897334
 -0.97614235 -0.03075389 -0.99998933 -0.69713265  0.95062464  0.08677761
  0.02935808 -0.19553937 -0.96453947  0.7603525  -0.55655456  0.9998948
 -0.9619101  -0.03791556  0.9961081  -0.9952501   0.46175715  0.9708053
 -0.9821478   0.9601695  -0.99999964 -0.16504027 -0.9992831   0.99712396
  0.6631926   0.972009    0.9835631   0.46987474 -0.13055466  0.98627937
  0.9958728   0.9999953  -0.99977493 -0.7300656  -0.23985739 -0.968981
 -0.06212923  0.7168098  -0.9922241   0.96880543 -0.60153943 -1.
 -0.16541578  0.17082998  0.88894373  0.913297    0.9999694   0.08296598
 -0.99992114 -0.01937094  0.87222254 -0.989594   -0.5341293   0.0503397
 -0.4412281   0.04249736  0.8267977   0.04654355 -0.9959071  -0.9137586
  0.9999905  -0.8250008   0.5751706  -0.37715113 -0.6950317   0.9482372
 -0.99959934  0.98984945 -0.7264149   0.96731514  0.4900619  -0.06986372
 -0.89264154  0.70748943 -0.9997686  -0.99092805 -0.91864717  0.9884209
 -0.99984866 -0.5420289  -0.97292984  0.9367202  -0.99956375 -0.99759823
 -0.17865373  0.93625027  0.99951726  0.6511999  -0.9758847   0.99362874
 -1.         -0.01643752  0.3064047  -0.74460316  0.06077262 -0.98945177
 -0.10362375 -0.9999992  -0.03680429  0.9497872  -0.99989754  0.8075899
  0.9611692   0.8330007 ]",[ 14.704153 -39.01736 ]
431,432,金,8,1,象形 Pictographic,5,"Kane, Kanehen",33,キン、コン、かね、[かな],こがね,2,"kin, 	kon",6211,3,gold; money; Friday,2,2,"kane, [kana]",2,"money, metal",1981,589350,490737,49364,0.909,0,1,0.909,516324,481743,19203,0.962,0,1,0.962,85,88,226535,139991,S,3.917996843,2.305497456,kin,138,kana,1,kon,379,kane,108,,0,,0,kin,210,gin,8,gane,3,gon,2,,0,,0,,0,"[-0.9999964   0.04558687 -0.99978876  0.41149926 -0.9943184   0.22059755
 -0.9882859  -0.04441619  0.11555124 -0.05263571 -0.6142057  -0.19143197
  0.07932409  1.         -0.85868967 -0.79311186  0.66275114  0.10781315
 -0.98998415  0.9857151   0.87313706 -0.05302523  0.96427745  0.8102385
 -0.9954612   0.00264125 -0.9999789  -0.5558464   0.9991316   0.09879924
 -0.10723409 -0.23303275 -0.9810768   0.08958668  0.1252208   0.9999938
 -0.9773608   0.1171689   0.99532926 -0.99842656  0.33066112  0.9745151
 -0.99811274  0.8573656  -0.9999985   0.01239109 -0.9991636   0.9997556
  0.9209202   0.9967848   0.42354983 -0.53315675 -0.174135   -0.25864613
  0.99314797  0.99996823 -0.9982857  -0.6615254   0.19119826 -0.82974654
  0.07012914  0.9512987  -0.96547127  0.95451015 -0.97678864 -1.
 -0.1297312   0.92209584  0.87588835  0.993047    0.9992924   0.1223256
 -0.99933314 -0.13219674  0.882103   -0.95648164 -0.9651593   0.11573607
 -0.44898695  0.04863444  0.7245824   0.17957519 -0.9853079  -0.99152666
  0.99996066 -0.7501607  -0.04007027 -0.70056117 -0.75724614  0.9068149
 -0.9895538   0.96087724  0.48316857  0.8773501   0.8897771   0.45065367
 -0.8036102   0.97695833 -0.9999415  -0.9947768  -0.93336     0.9122526
 -0.9999015  -0.7643156  -0.9689193  -0.25466692 -0.99992883 -0.9951727
  0.4864084   0.97512496  0.99961776  0.36276546 -0.9177822   0.99861276
 -1.         -0.14194019 -0.7847748  -0.92283523  0.12736732 -0.99629706
  0.05122919 -0.9999985  -0.6525468   0.8846896  -0.99987835  0.9200777
  0.8654387   0.9725415 ]",[ 11.22069  -10.161978]
433,434,勤,12,6,形声 Phonetic,3,Chikara,23,キン、[ゴン]、つと-める、つと-まる,,2,"kin, [gon]",552,3,"be fit for, be equal to, function properly",2,1,"tsuto(meru), tsuto(maru)",11,"be fit for, be equal to, function properly; serve, fill a post, serve under; exert oneself, endeavor, work, be diligent; play (the part of)",1981,36276,28494,7765,0.786,0,0,0.786,33539,28352,5170,0.846,0,0,0.846,15,12,9224,17017,S,2.64423271,0.949625929,kin,16,gon,19,,0,,0,,0,,0,kin,9,,0,,0,,0,,0,,0,,0,"[-0.9999952   0.02913276 -0.998704   -0.38055906 -0.97512764  0.530115
 -0.87873405 -0.9133658   0.03713366 -0.03148984 -0.8347318  -0.1137451
 -0.17494893  0.9999579   0.6032015  -0.14137281  0.62008053  0.07448443
 -0.1581185   0.07335607  0.9659035   0.05647812 -0.06546193  0.05229449
 -0.9999375  -0.10058866 -0.9996828   0.99289006  0.98425925  0.04976377
 -0.01116089  0.08846765 -0.9837699  -0.45913404  0.683381    0.9991753
 -0.98687035 -0.07323372  0.9698865  -0.9917103   0.9889471   0.76423055
 -0.9954567   0.9584422  -0.9973443  -0.13792482 -0.95859325  0.9805835
  0.61422443  0.99940515  0.98611575 -0.02591618 -0.1392165   0.99241227
  0.9510639   0.988381   -0.932718   -0.97518593  0.9024081  -0.98149174
 -0.01420448  0.97246194 -0.80073327  0.8476762   0.8038162  -0.99996084
 -0.87593204  0.7314785   0.26210457  0.99064124  0.99868256  0.18712388
 -0.98375106  0.03205216  0.76615644 -0.99789435  0.3190051   0.00173998
 -0.9901739   0.09682661 -0.66609585 -0.08665396 -0.91475344 -0.99997187
  0.9999468  -0.96074206 -0.07314169 -0.89141905 -0.63593763  0.98559606
 -0.85977936  0.88005936 -0.746798    0.97579384  0.788259    0.73893005
 -0.95255125 -0.5527931  -0.99985343 -0.98907727 -0.9689564   0.9445124
 -0.9995244   0.22633441 -0.9852045  -0.8636868  -0.99690443 -0.9947963
  0.60877466  0.9582824   0.9984014   0.87271696 -0.91877943  0.99046797
 -0.9997043   0.04669709 -0.26460013 -0.46504512  0.18419586 -0.99652696
  0.16344257 -0.9996881  -0.3541552   0.9503387  -0.99964225  0.97826225
  0.99862933  0.88656026]",[-29.333303  19.831219]
434,435,琴,12,7,形声 Phonetic,1,"Tama, Oo",15,キン、こと,ゴン,1,kin,3654,1,harp,1,1,koto,3,"long horizontal Japanese harp, a koto; lyre",1981,12077,10611,1312,0.89,5,0,0.89,10224,10071,29,0.997,5,0,0.997,7,3,144,151,S,1.901850784,0.158940513,kin,150,koto,1,,0,,0,,0,,0,kin,55,gon,5,,0,,0,,0,,0,,0,"[-0.9999886   0.0882396  -0.9976902  -0.38555515 -0.99025196 -0.5327369
 -0.6466814  -0.7970685   0.09256365  0.01568212 -0.4217465  -0.03280936
 -0.17394744  0.9999947  -0.90302896 -0.9184315   0.19257186 -0.05489137
 -0.9891943  -0.02594982  0.91626245  0.08393378  0.86543554 -0.23030517
 -0.9998745  -0.01398177 -0.999286    0.6659615   0.993451    0.14144175
  0.0324656  -0.03246219 -0.99517155 -0.95410764 -0.19202033  0.9999272
 -0.9851702  -0.10700631  0.9663715  -0.9937881   0.98911434  0.97764564
 -0.9984261   0.76817167 -0.9987894  -0.2534827  -0.9964447   0.9991355
  0.91699815  0.9993556   0.91478544  0.33623156  0.11895199 -0.41214633
  0.93116474  0.9844591  -0.8704908  -0.9236567   0.9425335  -0.44090003
 -0.05143272  0.54063684 -0.7357094   0.9657099  -0.98531055 -0.9999928
 -0.2877663   0.46824527  0.9212436   0.9941739   0.9863452   0.19513123
 -0.98984236  0.11731374  0.8700056  -0.99541676 -0.8529746   0.30371988
 -0.5291919   0.24162173  0.08734889 -0.10718339 -0.9834465  -0.99911577
  0.9982671  -0.98873377 -0.3729908  -0.91285187 -0.46412572 -0.20963262
 -0.05023947  0.99415344 -0.83896405  0.5410236   0.8422996   0.86730075
 -0.16215229  0.9307501  -0.9998911  -0.9358543  -0.9694417   0.97251964
 -0.9997093  -0.98392224 -0.9652992   0.16658418 -0.9995571  -0.9928508
  0.735235    0.8723587   0.9977457  -0.64941967 -0.73418146  0.9939435
 -0.9999576   0.04208829 -0.6831286  -0.22987275  0.24250872 -0.999121
  0.34667456 -0.99998635 -0.9457691   0.8220627  -0.99950415  0.98704815
  0.9343442   0.947347  ]",[-2.5951111 32.404182 ]
435,436,筋,12,6,象形 Pictographic,1,"Take, Takekanmuri",24,キン、すじ,,1,kin,4286,3,"muscle, sinew, tendon",1,1,suji,25,"muscle; sinew, tendon; vein; fiber; string; line; stripe, streak; plot, plan; reason, logic; circumstances; thread, sequence; quarters, sources, authorities; lineage, strain, stock, descent; grain, texture",1981,38521,8826,29283,0.232,0,0,0.232,38292,8826,29062,0.233,0,0,0.233,25,11,9522,5355,P,2.947086683,1.491417614,kin,5,suzi,308,,0,,0,,0,,0,suzi,7,kin,1,,0,,0,,0,,0,,0,"[-0.99999774  0.04013007 -0.9980301   0.53611934 -0.98777145  0.20207837
 -0.60324234 -0.9202267   0.1233055   0.0249975  -0.7679258  -0.02320002
 -0.14819986  1.         -0.81125367 -0.682562    0.14039558  0.01242093
 -0.9697456  -0.03519583  0.90447396  0.11449085  0.9032406   0.4337105
 -0.99938893  0.0376044  -0.9999768   0.9187219   0.9444607   0.0963413
  0.0127815  -0.16012225 -0.87579733 -0.01351387  0.429112    0.9998671
 -0.98475254 -0.04909829  0.8529175  -0.9966657   0.98070025  0.9028129
 -0.9941536   0.93233323 -0.9999883  -0.20578298 -0.9977686   0.9983566
  0.92680883  0.9994135   0.9026647   0.595666    0.02721593  0.67961246
  0.87666035  0.99983424 -0.9975752  -0.9900216   0.7293756  -0.8368046
  0.03943088  0.7767289  -0.4732649   0.96626484 -0.8886816  -0.9999994
 -0.77516115  0.04284943  0.8635259   0.9827115   0.997509    0.18542689
 -0.99521637 -0.00889172  0.9352492  -0.99942    -0.64633274  0.23224388
 -0.9690773   0.14819546 -0.4737437  -0.06854475 -0.48649663 -0.99994344
  0.9996461  -0.94869626 -0.5258478  -0.8734756  -0.5754326   0.74341446
 -0.9745219   0.92534834 -0.8842827   0.8620987   0.68338203  0.12185965
 -0.543772    0.63884234 -0.9998944  -0.88641334 -0.9793357   0.95349425
 -0.99951565 -0.83542114 -0.9668123  -0.85432976 -0.99975497 -0.9937706
  0.68511236  0.98018223  0.9980717   0.12028833 -0.8386928   0.996642
 -0.9999996  -0.0634971  -0.73095316 -0.5077579   0.06602179 -0.9991702
  0.22329013 -0.999966   -0.36341745  0.70049614 -0.99977857  0.8511693
  0.91749084  0.9455022 ]",[-28.628067  13.575439]
436,437,僅,13,7,形声 Phonetic,0,"Hito, Ninben, Hitoyane",104,キン、わず-か,,1,kin,292,2,"a little, a small quantity",1,1,wazu(ka),2,"a little, a small quantity",2010,134,64,23,0.736,0,0,0.736,134,64,23,0.736,0,0,0.736,0,0,0,0,.,0,0,kin,64,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"[-9.9998301e-01  9.1302041e-03 -9.9884081e-01  7.6569653e-01
 -9.9751914e-01 -4.9909303e-01 -9.9318665e-01  1.9533817e-02
  1.4054659e-01 -3.2031760e-02 -7.8787571e-01 -1.8080896e-01
 -7.2904974e-02  9.9999964e-01 -8.5425234e-01 -2.4112371e-01
 -3.3660606e-01  1.4968179e-01 -9.3031710e-01  8.2892054e-01
  9.4387609e-01  4.9553154e-04  9.1908669e-01  8.2630581e-01
 -9.9989313e-01 -2.7455293e-02 -9.9994791e-01  7.5672668e-01
  9.9574214e-01  6.0668636e-02  3.8274400e-02 -5.9375405e-02
 -9.9706835e-01 -5.7792234e-01  9.1701257e-01  9.9977875e-01
 -9.0455985e-01  7.7954419e-02  9.9606723e-01 -9.9705601e-01
  7.8702956e-01  8.1304312e-01 -9.9907261e-01  9.9751496e-01
 -9.9995649e-01 -1.0593395e-01 -9.9923444e-01  9.9824220e-01
  9.5749098e-01  9.7059846e-01  9.9373186e-01  1.5960598e-01
 -8.3090365e-02  9.9498218e-01  9.9100494e-01  9.9910492e-01
 -9.8730648e-01 -9.2730302e-01  9.8893130e-01 -8.1410581e-01
 -5.5703722e-02  6.0922062e-01 -9.2543107e-01  8.8968372e-01
  1.8164654e-01 -9.9999738e-01 -1.5294659e-01  2.9327643e-01
  9.1314101e-01  8.8188750e-01  9.9974734e-01 -3.1276505e-02
 -9.9224144e-01 -5.1977027e-02  8.2859361e-01 -9.9494481e-01
  3.5216290e-01  1.0855103e-01 -6.7490208e-01  9.3685770e-03
 -9.6493311e-02 -8.5775778e-02 -9.9972641e-01 -9.9968022e-01
  9.9986559e-01 -8.0416071e-01  1.3390385e-01 -1.4112535e-01
 -2.2809778e-01  4.4612268e-01 -9.3929011e-01  9.9152571e-01
 -7.6129508e-01  9.9498570e-01 -4.0487871e-01  4.6770576e-01
 -9.8075449e-01  1.9021700e-01 -9.9990672e-01 -9.7247374e-01
 -9.4291860e-01  9.6308649e-01 -9.9975920e-01 -8.5256368e-01
 -9.9344677e-01  7.2567558e-01 -9.9877399e-01 -9.9887216e-01
  1.9347884e-01  7.7634859e-01  9.9313772e-01  9.5604253e-01
 -9.5387620e-01  9.9917406e-01 -9.9999851e-01  1.4236648e-02
  8.1109464e-01  7.3479855e-01  8.8856302e-02 -9.9549818e-01
  1.8029982e-01 -9.9987018e-01 -1.5294221e-01  9.4890106e-01
 -9.9971479e-01  9.9551749e-01  9.2934978e-01  9.9944288e-01]",[-10.513183   -2.4144135]
439,440,錦,16,7,形声 Phonetic,1,"Kane, Kanehen",33,キン、にしき,,1,kin,6301,3,brocade; fine dress; honors,1,1,nishiki,3,brocade; fine dress; honors,2010,10765,857,9865,0.08,0,0,0.08,6625,55,6545,0.008,0,0,0.008,1,8,1,266,R,0,1.694092102,nisiki,211,kin,55,,0,,0,,0,,0,nisiki,1,,0,,0,,0,,0,,0,,0,"[-0.99999493  0.00845148 -0.9993911   0.6767818  -0.99614334  0.09934638
 -0.98343277 -0.62789327  0.11248637 -0.06687747 -0.46925774 -0.1158806
  0.043077    1.         -0.9218717  -0.4742073  -0.05632631  0.07556819
 -0.9950837   0.9402608   0.88709086 -0.03990442  0.9753844   0.7208413
 -0.9973147  -0.02028285 -0.99996465  0.19525702  0.99404085  0.10102414
 -0.12821314 -0.1668015  -0.9881571   0.5680271   0.73004913  0.9999885
 -0.9756553   0.03134329  0.9922325  -0.9982753   0.5873082   0.98411864
 -0.9976327   0.870279   -0.9999995  -0.07885912 -0.99927974  0.99991405
  0.9295716   0.99711144  0.68464    -0.1338238  -0.1415624   0.4230427
  0.98855996  0.999988   -0.999422   -0.8033804  -0.32373464 -0.7117059
 -0.06750714  0.8923208  -0.7736094   0.95321476 -0.9497642  -1.
 -0.7552643   0.84182614  0.84239113  0.9892649   0.99874395  0.04280943
 -0.9987672  -0.07430465  0.9070185  -0.9609233  -0.97789127  0.21815622
 -0.65822476  0.06413326  0.28398418  0.1134523  -0.9797383  -0.9966805
  0.99991244 -0.7372077  -0.6838622  -0.8052588  -0.35026252  0.88837063
 -0.9964973   0.9851226  -0.64389884  0.87901306  0.8477661   0.23913312
 -0.7939688   0.96208805 -0.99993825 -0.9967734  -0.96737     0.9922533
 -0.9998741  -0.9657438  -0.75906974 -0.42707673 -0.99995285 -0.9957743
  0.02893768  0.9854658   0.99922943 -0.38557    -0.8546613   0.9983032
 -1.         -0.14226753 -0.77687055 -0.7926275   0.10691905 -0.9961079
  0.18830979 -0.99999785 -0.5665128   0.7822226  -0.9999064   0.8838482
  0.8679304   0.9811519 ]",[  5.4465413 -22.2133   ]
440,441,謹,17,7,形声 Phonetic,1,"Gon, Gonben",68,キン、つつし-む,,1,kin,5688,6,"be discreet, be careful, be prudent, be cautious; restrain oneself, be moderate",1,1,tsutsushi(mu),6,"be discreet, be careful, be prudent, be cautious; restrain oneself, be moderate",1981,1750,1556,109,0.935,0,0,0.935,1668,1474,109,0.931,0,0,0.931,0,13,0,1309,R,0,0.599227887,kin,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"[-9.9988294e-01  5.2195076e-02 -9.9726599e-01 -6.9874161e-01
 -9.9072015e-01 -6.8770409e-01 -9.6355742e-01 -7.8230101e-01
 -1.1037621e-03 -8.3336055e-02 -8.9809084e-01 -1.2196261e-01
 -1.4814372e-01  9.9996907e-01  3.6976889e-01 -8.7399441e-01
  8.8548407e-02  1.4894076e-01 -5.8485264e-01  8.0843478e-01
  9.4586635e-01  3.2523941e-02  9.3666178e-01  4.2584381e-01
 -9.9989289e-01 -1.3188684e-01 -9.9999684e-01  8.8224471e-01
  9.8944724e-01  8.3318636e-02 -6.1935805e-02 -2.5622841e-02
 -9.5907754e-01 -8.9133464e-02  2.6591164e-01  9.9970615e-01
 -9.4822359e-01 -8.3562344e-02  9.9469411e-01 -9.7301906e-01
  9.7251117e-01  8.5613710e-01 -8.8825005e-01  9.0337002e-01
 -9.9783486e-01 -1.6250901e-01 -8.9259887e-01  9.4667852e-01
  9.0763730e-01  9.9888009e-01  9.6182609e-01 -4.8414955e-01
 -1.0007637e-01  7.9255277e-01  9.5708692e-01  9.9105722e-01
 -9.1546017e-01 -9.5382291e-01  7.8180903e-01 -9.9322146e-01
 -7.0787154e-02  9.0699834e-01 -9.7948635e-01  9.5758444e-01
 -7.5526146e-04 -9.9994838e-01 -8.5647792e-01  9.1805410e-01
 -1.7717221e-01  9.7442764e-01  9.9969751e-01  4.2912997e-02
 -9.8569787e-01 -4.6197169e-02  7.0577997e-01 -9.9847966e-01
 -4.4710407e-01  6.1058976e-02 -9.1361356e-01  5.4927792e-02
 -3.7758628e-01 -1.2020353e-01 -8.0392247e-01 -9.9994630e-01
  9.9990010e-01 -9.5339876e-01  7.1525753e-01 -7.3862219e-01
  3.4952283e-01  9.8135918e-01 -9.4090325e-01  7.6662409e-01
 -5.1386863e-01  9.8712897e-01 -3.2525548e-01  1.3872437e-01
 -9.8670316e-01  3.5741648e-01 -9.9815512e-01 -9.9294060e-01
 -9.3370503e-01  9.1776830e-01 -9.9897557e-01 -1.6294532e-02
 -9.2730552e-01 -9.2679882e-01 -9.9984872e-01 -9.9758661e-01
  8.6040503e-01  9.6784085e-01  9.9903977e-01  2.3506932e-01
 -9.9365354e-01  9.9482489e-01 -9.9980736e-01  2.6181038e-02
 -2.3545609e-01 -3.0711886e-01  2.1825656e-01 -9.5917434e-01
  1.4414480e-01 -9.9959975e-01 -9.7325258e-02  8.2826644e-01
 -9.9736148e-01  7.4358511e-01  9.9723244e-01  9.8309433e-01]",[-20.545765 -35.704823]
441,442,襟,18,7,形声 Phonetic,1,"Koromo, Koromohen",21,キン、えり,,1,kin,5504,4,"neck, neckband, collar, lapel",1,1,eri,4,"neck, neckband, collar, lapel",1981,1239,121,1112,0.098,0,0,0.098,1198,121,1071,0.102,0,0,0.102,6,4,151,138,S,1.548356974,1.466495882,eri,138,,0,,0,,0,,0,,0,kin,121,eri,29,,0,,0,,0,,0,,0,"[-0.99999416  0.04483683 -0.99787486 -0.16738206 -0.9872237   0.00315394
 -0.89456683  0.07117534  0.05264362 -0.01222565 -0.69389075  0.05368244
 -0.1382235   0.9999995  -0.9434056  -0.09868011  0.74404037 -0.06238882
 -0.99166906  0.8657309   0.6273292   0.14422095  0.7843689   0.76894045
 -0.9998355   0.02071223 -0.9998846   0.94326437  0.9805922   0.2555871
  0.03888483 -0.06928428 -0.97618026 -0.4121849   0.16285048  0.99991035
 -0.950266   -0.0461358   0.84808654 -0.992168    0.9517994   0.9752249
 -0.99468434  0.92034763 -0.9999161  -0.2128655  -0.9986107   0.9987767
  0.8747828   0.99907273  0.6821991   0.5923338   0.06231247  0.86746776
  0.9456371   0.9990276  -0.9871869  -0.9774975   0.73868954 -0.5508591
 -0.03522328  0.04172533 -0.5640561   0.9705159  -0.9123209  -0.9999977
 -0.49824548  0.21298233  0.7233517   0.87610024  0.9904406   0.11596426
 -0.99609035 -0.00498891  0.9546097  -0.99160236 -0.8395524   0.22809993
 -0.7241354   0.16453359 -0.12536077  0.02110671 -0.9190826  -0.9995885
  0.9981058  -0.98212504 -0.7980997   0.17881218  0.06015573  0.696165
 -0.89107287  0.98367316 -0.9129203   0.9169112   0.4823472  -0.01517318
 -0.6808118   0.6856929  -0.999894   -0.9532167  -0.97579026  0.9326303
 -0.99917895 -0.9673627  -0.96302617  0.5232981  -0.9992192  -0.992666
 -0.18633933  0.92358243  0.997866    0.20979351 -0.81476146  0.99918514
 -0.9999971   0.01370359 -0.30723602 -0.08573022  0.13578369 -0.99365485
  0.33583874 -0.99994165 -0.7101739  -0.06800542 -0.9998831   0.9583973
  0.9344481   0.9597954 ]",[-11.284888   -6.2032037]
446,447,苦,8,3,形声 Phonetic,3,Kusakanmuri,47,ク、くる-しい、くる-しむ、くる-しめる、にが-い、にが-る,コ,1,ku,5009,7,"suffering, trial, worry, trouble, hardship, difficulty, toil",5,2,"kuru(shii), kuru(shimu), kuru(shimeru), niga(i), niga(ru)",26,"suffer; groan; be troubled, be worried, be perplexed; strive, try hard; torment; harass, worry; persecute, inflict pain; feel bitter; scowl; painful; distressing, embarrassing, difficult, bitter; straitened; farfetched; still (climb); agony, trouble, distress; mortification",1981,64615,33634,31174,0.519,0,0,0.519,64607,33627,31173,0.519,25,0,0.519,14,34,393,32614,R,2.737514716,3.769978548,ku,28,niga,3,,0,,0,,0,,0,ku,393,,0,,0,,0,,0,,0,,0,"[-0.9999739   0.09714121 -0.9996693   0.6438789  -0.9825327   0.21804899
 -0.98783743  0.58253986  0.04143372  0.04053125 -0.84025663 -0.12570271
 -0.182324    1.         -0.8210991  -0.6450181   0.9047474   0.06965458
 -0.9765877   0.9627093   0.9526074   0.02775674  0.93966895  0.78577656
 -0.99553627 -0.02050308 -0.99999225  0.3126263   0.9806467   0.12967049
  0.07996731 -0.19260943 -0.8969256   0.20799246 -0.29980233  0.99997026
 -0.8611471  -0.06438947  0.98043394 -0.99759173  0.794119    0.9685514
 -0.99439895  0.90601385 -0.99999535 -0.1495148  -0.99878895  0.99561113
  0.46385577  0.9984856   0.3895708   0.12420908 -0.03094635  0.81053996
  0.99635553  0.9999622  -0.9989911  -0.69292223  0.7146814  -0.9800779
 -0.03853167  0.32777995 -0.94892985  0.9660783  -0.7997478  -0.9999994
  0.43212733  0.24717529  0.8062162   0.98053     0.99710834  0.10986896
 -0.99660736  0.0591112   0.80949944 -0.9978268  -0.8933842   0.10770623
 -0.22175069  0.13686989  0.9124514  -0.0726378  -0.91184753 -0.99890727
  0.99990654 -0.8865465   0.7806001  -0.59979296 -0.8966951   0.7824637
 -0.9929526   0.99619496  0.40847325  0.8885236   0.69891936 -0.13030073
 -0.8298495   0.8734615  -0.9998143  -0.984017   -0.95553905  0.60414255
 -0.99989784 -0.8248022  -0.998023    0.20796117 -0.9997366  -0.9944004
 -0.32661563  0.99368423  0.99962074  0.7395328  -0.9757958   0.9971743
 -1.         -0.00629491 -0.6988948  -0.8732692   0.0952953  -0.9934133
  0.15588273 -0.99999493  0.02219359  0.95626223 -0.99956906  0.85700333
  0.9396965   0.9533483 ]",[-2.8828883 -7.223436 ]
